                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5443,                 3.3924,                 1.3467,                0.38777,                0.68562,                0.41425,                0.26104,                 1.2454,                 1.7594,                 1.2042,             0.00055037,             0.00055037,             0.00055037
                      2,                 1.4394,                 1.9424,                 1.2978,                0.34505,                 0.6741,                0.42728,                0.26323,                 1.3881,                 1.7456,                   1.24,              0.0010914,              0.0010914,              0.0010914
                      3,                 1.4957,                 1.8488,                 1.3424,                0.43972,                0.67806,                0.41689,                0.27678,                 1.2848,                 2.0583,                 1.2448,              0.0016178,              0.0016178,              0.0016178
                      4,                 1.3974,                 1.7277,                 1.2775,                0.44623,                0.72316,                0.44954,                0.28269,                 1.2515,                 1.4397,                  1.195,               0.001601,               0.001601,               0.001601
                      5,                 1.4069,                 1.6993,                 1.3048,                0.45616,                0.76326,                0.49465,                0.33968,                 1.1722,                 1.3543,                 1.1471,               0.001579,               0.001579,               0.001579
                      6,                 1.3515,                 1.6578,                 1.2632,                0.41283,                0.72712,                0.44987,                0.30366,                 1.1951,                 1.4644,                  1.143,               0.001557,               0.001557,               0.001557
                      7,                   1.35,                 1.6253,                 1.2621,                0.46531,                0.84389,                0.48766,                0.34511,                 1.0773,                 1.3105,                 1.1061,               0.001535,               0.001535,               0.001535
                      8,                 1.3194,                 1.5833,                 1.2345,                0.46032,                0.80152,                0.48919,                0.34466,                 1.0412,                 1.2557,                 1.0656,               0.001513,               0.001513,               0.001513
                      9,                 1.2862,                 1.5765,                 1.2546,                0.45356,                 0.8705,                0.50443,                 0.3512,                  1.084,                 1.2641,                 1.1046,               0.001491,               0.001491,               0.001491
                     10,                 1.2702,                 1.5364,                 1.2121,                0.43553,                0.81234,                0.47118,                0.34244,                 1.0481,                 1.2776,                 1.1123,               0.001469,               0.001469,               0.001469
                     11,                 1.2231,                 1.4062,                 1.1947,                 0.4501,                0.79776,                0.49157,                0.34427,                 1.1129,                 1.2103,                 1.1017,               0.001447,               0.001447,               0.001447
                     12,                 1.2238,                 1.4336,                 1.1941,                0.45904,                0.85296,                0.50462,                0.36726,                 1.0144,                 1.1697,                 1.0745,               0.001425,               0.001425,               0.001425
                     13,                 1.1934,                 1.4376,                 1.1979,                0.44098,                0.85296,                0.48942,                0.34352,                 1.0487,                 1.1919,                 1.0795,              0.0014029,              0.0014029,              0.0014029
                     14,                 1.2533,                 1.4581,                 1.1961,                0.44579,                 0.7454,                0.49559,                0.33835,                 1.1549,                 1.3223,                 1.1524,              0.0013809,              0.0013809,              0.0013809
                     15,                 1.2216,                 1.4302,                 1.1907,                0.44337,                0.79844,                0.49607,                0.35794,                 1.0286,                 1.2954,                 1.0915,              0.0013589,              0.0013589,              0.0013589
                     16,                 1.1535,                 1.3772,                 1.1609,                0.45067,                0.86961,                0.49971,                0.37023,                 1.0014,                 1.2095,                 1.0527,              0.0013369,              0.0013369,              0.0013369
                     17,                 1.1725,                 1.3444,                 1.1727,                0.43465,                0.87021,                0.54453,                0.37945,                 1.0966,                  1.181,                 1.1264,              0.0013149,              0.0013149,              0.0013149
                     18,                 1.1938,                 1.4146,                 1.1722,                0.46669,                0.83571,                0.52948,                0.36849,                 1.0384,                 1.1878,                 1.0622,              0.0012929,              0.0012929,              0.0012929
                     19,                  1.198,                 1.4169,                 1.1876,                0.46026,                0.86552,                0.51002,                 0.3561,                 1.0504,                 1.1663,                 1.0933,              0.0012709,              0.0012709,              0.0012709
                     20,                 1.1655,                 1.3764,                   1.17,                 0.4646,                0.80152,                0.51511,                0.36188,                 1.0156,                 1.1634,                 1.0865,              0.0012489,              0.0012489,              0.0012489
                     21,                 1.1394,                 1.3527,                 1.1561,                0.48297,                0.87698,                0.52349,                0.38339,                 1.0396,                 1.1778,                 1.0673,              0.0012269,              0.0012269,              0.0012269
                     22,                 1.1104,                 1.3335,                 1.1241,                0.44703,                0.85266,                0.51201,                0.36781,                 1.0854,                  1.164,                 1.0996,              0.0012049,              0.0012049,              0.0012049
                     23,                 1.1199,                 1.3383,                  1.147,                0.46614,                0.87838,                0.52148,                0.37142,                 1.0306,                 1.1442,                 1.0657,              0.0011829,              0.0011829,              0.0011829
                     24,                 1.0963,                 1.3069,                 1.1449,                0.43726,                0.85492,                0.52216,                0.38227,                  0.989,                 1.1627,                 1.0571,              0.0011609,              0.0011609,              0.0011609
                     25,                 1.1141,                 1.2997,                 1.1566,                0.46178,                0.87898,                0.52139,                0.38848,                0.99005,                 1.1184,                 1.0437,              0.0011389,              0.0011389,              0.0011389
