                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.412,                 3.1913,                 1.2572,                0.40068,                0.62147,                0.37411,                0.23435,                 1.3505,                 1.7819,                  1.288,             0.00055037,             0.00055037,             0.00055037
                      2,                 1.2778,                 1.7561,                 1.1827,                0.43676,                0.81847,                0.48888,                 0.3236,                 1.1857,                 1.4879,                 1.1702,              0.0010914,              0.0010914,              0.0010914
                      3,                 1.3121,                 1.5813,                 1.2006,                0.38383,                0.75676,                0.44684,                0.26005,                 1.4333,                 1.6807,                 1.3288,              0.0016178,              0.0016178,              0.0016178
                      4,                  1.297,                 1.4939,                 1.2047,                0.46753,                0.68807,                0.47582,                0.30906,                 1.2402,                 1.3861,                 1.1611,               0.001601,               0.001601,               0.001601
                      5,                 1.2463,                 1.4245,                 1.1747,                0.41836,                 0.8427,                0.51799,                0.35802,                 1.0644,                 1.2951,                 1.0579,               0.001579,               0.001579,               0.001579
                      6,                 1.1972,                 1.3831,                 1.1531,                0.45863,                0.82694,                 0.5064,                0.35583,                 1.1057,                 1.2509,                 1.1138,               0.001557,               0.001557,               0.001557
                      7,                 1.2008,                   1.37,                 1.1533,                 0.4581,                0.85207,                0.52486,                0.38108,                 1.0159,                 1.2021,                 1.0691,               0.001535,               0.001535,               0.001535
                      8,                 1.2201,                 1.3619,                 1.1499,                0.43814,                0.66454,                0.46664,                0.32143,                 1.2211,                 1.3656,                  1.206,               0.001513,               0.001513,               0.001513
                      9,                 1.1459,                 1.3135,                 1.1318,                 0.4617,                0.83512,                0.49723,                0.34491,                 1.1723,                 1.2323,                 1.1616,               0.001491,               0.001491,               0.001491
                     10,                 1.1546,                 1.2592,                  1.114,                0.45975,                0.83417,                0.52181,                 0.3751,                 1.0849,                 1.2007,                 1.0993,               0.001469,               0.001469,               0.001469
                     11,                 1.1435,                 1.2514,                 1.1318,                0.45382,                0.79245,                0.50892,                0.36631,                 1.0846,                 1.1981,                 1.0925,               0.001447,               0.001447,               0.001447
                     12,                 1.1309,                 1.2545,                 1.1177,                0.43817,                0.87334,                0.51312,                 0.3561,                 1.0652,                 1.1799,                 1.0775,               0.001425,               0.001425,               0.001425
                     13,                 1.0898,                 1.2393,                 1.1002,                0.46933,                0.82753,                0.50881,                0.36843,                 1.1078,                 1.1563,                 1.1255,              0.0014029,              0.0014029,              0.0014029
                     14,                 1.0812,                 1.2296,                 1.0878,                0.46679,                 0.8948,                0.52756,                 0.3818,                 1.0698,                 1.1292,                 1.1017,              0.0013809,              0.0013809,              0.0013809
                     15,                 1.0845,                 1.2143,                  1.086,                0.45338,                0.70532,                0.47953,                0.33442,                 1.2689,                 1.4227,                 1.2238,              0.0013589,              0.0013589,              0.0013589
                     16,                 1.0709,                 1.2144,                 1.0721,                0.46855,                0.85995,                0.52655,                0.38602,                 1.0221,                 1.1049,                 1.0758,              0.0013369,              0.0013369,              0.0013369
                     17,                 1.0706,                 1.1681,                 1.0824,                0.46869,                0.90429,                  0.517,                0.35329,                  1.104,                 1.1222,                 1.1212,              0.0013149,              0.0013149,              0.0013149
                     18,                 1.1038,                 1.2304,                 1.1031,                0.46084,                0.85326,                0.51634,                0.36902,                0.99291,                 1.1288,                 1.0613,              0.0012929,              0.0012929,              0.0012929
                     19,                 1.0606,                 1.1939,                 1.0719,                0.46312,                0.85622,                0.53445,                0.38569,                  1.019,                  1.124,                 1.0842,              0.0012709,              0.0012709,              0.0012709
                     20,                 1.0377,                 1.1715,                 1.0665,                0.45411,                0.86084,                0.53231,                0.40434,                0.98844,                 1.0998,                 1.0494,              0.0012489,              0.0012489,              0.0012489
                     21,                 1.0165,                  1.142,                 1.0493,                0.47516,                0.86366,                0.51282,                0.36419,                 1.0799,                 1.1074,                 1.0855,              0.0012269,              0.0012269,              0.0012269
                     22,                 1.0425,                 1.1718,                 1.0587,                 0.4634,                0.80494,                0.51579,                0.39532,                0.96184,                 1.0926,                 1.0689,              0.0012049,              0.0012049,              0.0012049
                     23,                 1.0084,                 1.1596,                  1.059,                0.47249,                0.89935,                0.53968,                0.39485,                 1.0289,                 1.0745,                 1.0797,              0.0011829,              0.0011829,              0.0011829
                     24,                0.99456,                 1.1113,                 1.0519,                0.46858,                0.87442,                0.54705,                0.41155,                0.97437,                 1.0489,                  1.065,              0.0011609,              0.0011609,              0.0011609
                     25,                 1.0187,                 1.1286,                 1.0672,                0.44698,                0.83085,                0.48722,                0.35948,                 1.0207,                 1.0861,                 1.0759,              0.0011389,              0.0011389,              0.0011389
                     26,                 0.9763,                 1.1245,                 1.0299,                 0.4679,                0.88745,                0.51396,                0.37247,                0.99251,                 1.0561,                 1.0678,              0.0011169,              0.0011169,              0.0011169
                     27,                 1.0066,                 1.1213,                 1.0609,                 0.4699,                0.87868,                0.52695,                0.38841,                0.98353,                 1.0611,                 1.0523,              0.0010949,              0.0010949,              0.0010949
                     28,                0.98372,                 1.0947,                 1.0484,                0.45454,                0.83247,                0.52208,                0.38864,                 1.0204,                 1.0657,                 1.0984,              0.0010729,              0.0010729,              0.0010729
                     29,                0.94001,                 1.0757,                 1.0202,                0.45792,                0.86991,                0.52394,                0.39366,                  1.022,                 1.1106,                 1.0901,              0.0010509,              0.0010509,              0.0010509
                     30,                0.97474,                 1.0785,                 1.0401,                0.46462,                0.89371,                0.51138,                0.37904,                 1.0081,                  1.063,                 1.0649,              0.0010289,              0.0010289,              0.0010289
                     31,                0.96013,                 1.0819,                 1.0211,                0.45247,                0.88686,                0.52367,                0.40313,                0.96597,                 1.0719,                 1.0505,              0.0010069,              0.0010069,              0.0010069
                     32,                0.98849,                 1.1064,                 1.0659,                0.45262,                0.90086,                0.50777,                0.38265,                  1.012,                 1.0606,                 1.0857,             0.00098486,             0.00098486,             0.00098486
