                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1979,                 3.8773,                 1.7951,                0.17494,                0.60244,                0.14975,                0.08347,                 1.5998,                 3.1035,                 1.3915,             0.00055037,             0.00055037,             0.00055037
                      2,                 2.1366,                 3.0026,                 1.8459,                0.40316,                0.20648,                0.20572,                0.10139,                  1.987,                 3.0535,                 1.7768,              0.0010914,              0.0010914,              0.0010914
                      3,                 2.0887,                 2.7849,                 1.7962,                0.38507,                0.53782,                0.39068,                 0.2512,                 1.3847,                 1.8467,                 1.3011,              0.0016178,              0.0016178,              0.0016178
                      4,                 2.0036,                 2.6295,                 1.7601,                0.40117,                 0.6724,                0.44659,                0.26281,                 1.3813,                 1.7611,                  1.321,               0.001601,               0.001601,               0.001601
                      5,                 1.9789,                  2.557,                 1.7205,                 0.3695,                0.51908,                0.36724,                0.19496,                 1.5982,                 2.0653,                 1.5787,               0.001579,               0.001579,               0.001579
                      6,                 1.9559,                 2.5682,                 1.7043,                0.42098,                0.48993,                0.38187,                0.24074,                 1.4222,                 2.1576,                 1.3738,               0.001557,               0.001557,               0.001557
                      7,                 1.9255,                 2.4461,                 1.6723,                0.43534,                0.68897,                 0.5071,                 0.3302,                 1.2767,                 1.6706,                 1.2718,               0.001535,               0.001535,               0.001535
                      8,                 1.9515,                 2.5273,                 1.6967,                0.45121,                0.80152,                0.49772,                0.34268,                 1.1585,                 1.6534,                 1.1917,               0.001513,               0.001513,               0.001513
                      9,                 1.8797,                 2.4713,                  1.699,                 0.4427,                0.82872,                0.48532,                0.32182,                 1.1898,                 1.8578,                 1.2038,               0.001491,               0.001491,               0.001491
                     10,                 1.8809,                 2.3941,                 1.6103,                0.44577,                0.80122,                0.48575,                0.30932,                 1.2414,                 1.5097,                  1.213,               0.001469,               0.001469,               0.001469
                     11,                 1.8022,                 2.3809,                 1.6623,                0.44575,                 0.7758,                0.46498,                0.32014,                  1.192,                 1.5624,                 1.2016,               0.001447,               0.001447,               0.001447
                     12,                 1.7963,                 2.3434,                 1.6039,                0.44595,                 0.8722,                0.47934,                0.33137,                 1.1262,                 1.4432,                 1.1685,               0.001425,               0.001425,               0.001425
                     13,                 1.8238,                 2.3978,                 1.6428,                0.41194,                0.88805,                0.51265,                0.34521,                 1.1749,                 1.4101,                 1.1763,              0.0014029,              0.0014029,              0.0014029
                     14,                 1.8002,                 2.3365,                 1.6025,                0.47308,                0.86044,                0.50496,                0.33553,                 1.2297,                 1.5322,                 1.2372,              0.0013809,              0.0013809,              0.0013809
