                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.93039,                 1.0702,                 1.0176,                0.46642,                0.85351,                0.54034,                0.38805,                 1.0278,                 1.0749,                 1.0802,             0.00091885,             0.00091885,             0.00091885
                     36,                0.91293,                 1.0452,                 1.0059,                0.47607,                0.90143,                0.55365,                0.41067,                0.94009,                 1.0166,                 1.0349,             0.00089685,             0.00089685,             0.00089685
                     37,                0.90644,                 1.0465,                 1.0139,                0.47431,                 0.9041,                0.56779,                0.42429,                0.94638,                 1.0147,                  1.046,             0.00087484,             0.00087484,             0.00087484
                     38,                0.93473,                 1.0376,                 1.0179,                0.45047,                0.91347,                0.52282,                0.38887,                0.97084,                 1.0305,                 1.0685,             0.00085284,             0.00085284,             0.00085284
                     39,                0.92349,                 1.0269,                 1.0261,                0.45976,                0.87909,                 0.5528,                0.40965,                0.95313,                 1.0224,                 1.0485,             0.00083083,             0.00083083,             0.00083083
                     40,                 0.8895,                 1.0087,                  1.005,                0.46757,                0.89537,                0.56475,                0.41243,                 1.0116,                 1.0264,                 1.0918,             0.00080883,             0.00080883,             0.00080883
                     41,                0.89015,                 1.0138,                 1.0038,                0.47891,                0.89652,                0.53543,                 0.3986,                0.94754,                 1.0285,                 1.0523,             0.00078682,             0.00078682,             0.00078682
                     42,                 0.9086,                 1.0137,                 1.0166,                0.45881,                0.87454,                0.55682,                0.40275,                0.97246,                 1.0356,                 1.0905,             0.00076482,             0.00076482,             0.00076482
                     43,                0.89748,                   1.03,                 0.9942,                0.45656,                0.92055,                0.51207,                0.38148,                0.94628,                 1.0298,                 1.0395,             0.00074282,             0.00074282,             0.00074282
                     44,                0.88411,                0.97948,                0.99728,                0.48561,                0.84478,                 0.5807,                0.42977,                0.98678,                 1.0496,                 1.0852,             0.00072081,             0.00072081,             0.00072081
