                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4242,                 3.1027,                 1.2668,                0.45037,                0.63842,                0.43603,                0.29398,                 1.2137,                 1.6694,                 1.1685,             0.00055037,             0.00055037,             0.00055037
                      2,                 1.3008,                 1.7589,                 1.2228,                0.41678,                0.73194,                0.47577,                0.29055,                 1.2512,                 1.7559,                 1.2644,              0.0010914,              0.0010914,              0.0010914
                      3,                 1.2971,                 1.6268,                 1.2029,                0.43778,                0.80271,                0.47961,                0.32868,                 1.1091,                 1.7284,                 1.1288,              0.0016178,              0.0016178,              0.0016178
                      4,                 1.2616,                 1.4484,                 1.1793,                0.45017,                  0.669,                0.46403,                0.29552,                  1.293,                 1.4824,                 1.2215,               0.001601,               0.001601,               0.001601
                      5,                  1.267,                 1.4668,                 1.1921,                 0.4337,                0.79557,                0.50394,                0.34452,                 1.1577,                 1.3371,                 1.1379,               0.001579,               0.001579,               0.001579
                      6,                 1.1996,                 1.3867,                  1.147,                0.44161,                0.86829,                0.51985,                 0.3609,                 1.0932,                 1.2193,                 1.1056,               0.001557,               0.001557,               0.001557
                      7,                 1.2005,                  1.362,                 1.1547,                 0.4592,                0.80999,                0.51814,                0.36757,                 1.0655,                 1.2012,                 1.0865,               0.001535,               0.001535,               0.001535
                      8,                  1.184,                  1.346,                 1.1343,                 0.4626,                0.86114,                0.51457,                0.37261,                 1.0753,                 1.1527,                 1.0972,               0.001513,               0.001513,               0.001513
                      9,                 1.1413,                  1.292,                 1.1237,                 0.4682,                0.81293,                0.52735,                  0.364,                 1.0604,                 1.2032,                 1.0846,               0.001491,               0.001491,               0.001491
                     10,                   1.15,                 1.2951,                 1.1142,                0.46288,                0.82145,                0.49593,                0.36259,                 1.0582,                 1.1625,                 1.1049,               0.001469,               0.001469,               0.001469
                     11,                 1.0926,                 1.2631,                 1.1067,                 0.4454,                 0.8754,                0.51686,                0.37121,                 1.0579,                 1.1611,                 1.0688,               0.001447,               0.001447,               0.001447
                     12,                 1.1112,                 1.2553,                 1.1086,                0.48965,                0.82684,                0.50426,                0.35722,                 1.1358,                 1.2002,                   1.13,               0.001425,               0.001425,               0.001425
