                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.844,                 2.8405,                 1.7303,                0.34297,                0.69655,                0.40165,                0.26628,                 1.2761,                 1.8903,                 1.2288,             0.00055037,             0.00055037,             0.00055037
                      2,                 1.6926,                 2.2782,                 1.6506,                0.42885,                0.53524,                0.40436,                0.26096,                 1.2611,                 1.7361,                 1.2419,              0.0010914,              0.0010914,              0.0010914
                      3,                 1.7186,                 2.2485,                 1.6597,                0.44077,                0.82419,                0.47789,                0.31072,                 1.1914,                 1.5103,                 1.1528,              0.0016178,              0.0016178,              0.0016178
                      4,                 1.6665,                 2.1951,                   1.66,                0.45104,                0.67113,                0.40979,                0.27484,                 1.1926,                 1.7214,                 1.1778,               0.001601,               0.001601,               0.001601
                      5,                 1.6205,                  2.134,                 1.6216,                0.46675,                0.78301,                0.45919,                 0.2945,                 1.2556,                 1.4611,                 1.2265,               0.001579,               0.001579,               0.001579
                      6,                 1.5618,                 2.0946,                 1.5857,                0.42821,                0.79364,                0.48334,                0.33056,                 1.1195,                 1.4638,                 1.1307,               0.001557,               0.001557,               0.001557
                      7,                 1.6038,                 2.1528,                 1.6233,                0.46739,                0.85183,                0.51953,                0.35213,                 1.1255,                 1.3544,                 1.1372,               0.001535,               0.001535,               0.001535
                      8,                 1.5493,                 2.0663,                 1.5601,                0.45742,                0.74952,                0.45078,                0.30684,                 1.2201,                 1.6344,                 1.1929,               0.001513,               0.001513,               0.001513
                      9,                 1.4883,                  2.033,                 1.5529,                0.45583,                 0.8094,                0.52586,                0.36309,                 1.0479,                 1.3739,                 1.0954,               0.001491,               0.001491,               0.001491
                     10,                 1.5227,                 2.0669,                 1.5728,                0.43574,                0.85617,                0.49343,                0.34864,                 1.0836,                 1.2482,                 1.1015,               0.001469,               0.001469,               0.001469
                     11,                 1.4756,                 1.9797,                 1.5319,                0.45305,                 0.8708,                0.53853,                0.37545,                 1.0684,                 1.2545,                 1.0894,               0.001447,               0.001447,               0.001447
