                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6804,                 3.2782,                 1.6097,                0.38905,                0.61576,                0.39934,                0.23729,                 1.4464,                 1.9138,                 1.3172,             0.00055037,             0.00055037,             0.00055037
                      2,                 1.6158,                 2.2109,                 1.5557,                0.41515,                0.51948,                0.37778,                0.22386,                 1.3501,                 2.8433,                 1.3233,              0.0010914,              0.0010914,              0.0010914
                      3,                 1.6055,                 2.1705,                 1.5677,                0.25797,                  0.354,                0.22252,                 0.1255,                 2.0633,                 2.4125,                 1.9865,              0.0016178,              0.0016178,              0.0016178
                      4,                 1.5539,                 2.0131,                 1.5437,                0.44445,                0.72287,                 0.4637,                0.32712,                 1.1801,                 1.5046,                 1.1904,               0.001601,               0.001601,               0.001601
                      5,                 1.5103,                 1.9968,                  1.531,                 0.4404,                0.77388,                0.50818,                0.32854,                   1.27,                 1.5389,                 1.2188,               0.001579,               0.001579,               0.001579
                      6,                 1.5173,                 1.9755,                 1.5239,                0.46319,                0.71244,                0.47841,                0.32609,                 1.1671,                 1.6232,                 1.1846,               0.001557,               0.001557,               0.001557
                      7,                 1.4822,                 1.9497,                  1.489,                0.45921,                0.81088,                0.50526,                0.33957,                 1.1247,                  1.363,                 1.1496,               0.001535,               0.001535,               0.001535
                      8,                 1.4393,                 1.9054,                 1.4576,                0.45114,                 0.7755,                0.48145,                0.32987,                 1.1506,                 1.4262,                 1.1637,               0.001513,               0.001513,               0.001513
                      9,                 1.4245,                 1.9239,                 1.4719,                0.45895,                0.79274,                0.48114,                 0.3433,                 1.1153,                 1.3741,                 1.1278,               0.001491,               0.001491,               0.001491
                     10,                 1.4414,                 1.8867,                 1.4785,                0.45666,                0.75263,                0.50076,                0.33976,                 1.1195,                 1.2752,                 1.1178,               0.001469,               0.001469,               0.001469
                     11,                 1.3863,                 1.8451,                 1.4395,                0.44037,                0.84389,                0.47761,                0.32355,                 1.1324,                 1.2698,                 1.1324,               0.001447,               0.001447,               0.001447
                     12,                 1.3517,                 1.8016,                 1.4107,                0.46009,                0.88525,                0.50116,                 0.3577,                 1.0646,                 1.2399,                 1.1117,               0.001425,               0.001425,               0.001425
